,Review,Rating,hotel_name
4807,"Location was good, nearby Beach was quite",4,The Byke Old Anchor Beach Resort & Spa
4808,"We have stayed for 3 days, the location is good and near to cavellosim beach. The service was good. Overall we enjoyed staying at byke old Anchor. The place was so peaceful for a planned holiday in Goa",5,The Byke Old Anchor Beach Resort & Spa
4809,"Excellent hotel, ambiance, facilities and location. We visited Goa on 25th Dec, being a peak time we got a very good deal on MakeMyTrip. We were surprised to see the hotel as it was beyond our expectations. Nice and clean rooms with garden view. Nice lawns and greenery. There is a river at the back of hotel and Cavelossim beach in front. Clean and maintained swimming pool. There were lot of activities inside the hotel. There is market nearby for shopping and ample hotels for dining. Enjoyed the stay would like to visit again.",4,The Byke Old Anchor Beach Resort & Spa
4810,"This is very nice hotel and i am very happy, stuff is very friendly.",4,The Byke Old Anchor Beach Resort & Spa
4811,"Bad maintenance, bad breakfast",3,The Byke Old Anchor Beach Resort & Spa
4812,"Location of hotel and rooms is good just across the cavelossim beach. Poor service of reception and billing section they took about 35-40 min to check in that too at the dead of the night (2 am) God knows how they handle their guests during peak season. Receptionist took half an hour just to find rooms even when they have a computerised system for it, even after that they gave 2 rooms to us far apart. Wi-Fi is just for the heck of it. Very poor Wi-Fi connectivity and slow Wi-Fi, most of the time Wi-Fi was out of service. Housekeeping and room service is poor, if you order coffee or even water bottles they will take half an hour to bring it. They won't refill water and coffee supplies until you asked them and chase them, I stayed there for 5 days and only once or twice I got it by themselves otherwise I have to chase them for every thing. Their was some electrical problem with the room even after chasing them for 2 days to rectify it they couldn't. The electricity trips automatically and then you have to find switches to put on the lights and AC again. One night its happened 4-5 times, I requested them to change my room but even after that they didn't change or rectify the electrical problem. Facilities mentioned online are not actually provided. The swimming pool timing is from 8am to 7pm only, which I believe should be extended till 10pm. The worst part about the pool is they security guard in charge will start chasing from 6 pm onwards to get out of the swimming pool. Bed sheets was not changed every day. Used towels and bed sheets were given in the room. The Room service gave us Used refilled water bottles and when we took up this matter to reception they were like nothing happened. They were completely unapologetic about this. The ladies at the reception are very ill mannered and Rude, they should learn manners and how to treat their guests. Most of the guests in Byke are Russians nationals and the hotel staff does'nt seems to be interested in serving Indian guests. The buffet breakfast is not up to the mark. Not many choices for breakfast items, most of the items were bland in taste no salt or sugar in them. Sandwiches where like they were made from an old bread, hard and fragile bread. The property is well spread good big rooms nice and clean walk ways, well maintained garden, close to beach and next to Sal/Backwater River A good resort but with bad services and ill mannered staff.",3,The Byke Old Anchor Beach Resort & Spa
4813,"Before you choose, make sure you love vegetarian food and you can live without non veg. I booked this hotel for New Year eve. Ambiance, activities was good, the main problem was they charged me for 3K for mandatory dinner. Since I'm addicted to non veg, it was a big disaster for me especially in New Year eve. There is no wifi connectivity in rooms, but if you want you can surf in pool or reception. Wifi is damn slow, might be due to hotel is crowded. Rooms are neat and clean, the location is not that good, it's far away from heart of Goa. There is one beach in front of the hotel, but it's not that good as Baga (mainly for fishing). This place is good for people above 50 years and people who don't love adventure/dance.",3,The Byke Old Anchor Beach Resort & Spa
4814,Nice location.,3,The Byke Old Anchor Beach Resort & Spa
4815,"Food quality was good. Room was spacious, near cavelossim Beach and lots of greenery.",4,The Byke Old Anchor Beach Resort & Spa
4816,Property needs a renovation. Room were not clean no proper lighting.,1,The Byke Old Anchor Beach Resort & Spa
4817,"They first gave me a room. Room was stinking very badly. After an argument with the receptionist, they gave me a different room. The new room was also not good. In short, not at all recommend this room. Total waste of money.",1,The Byke Old Anchor Beach Resort & Spa
4818,"We been to old byke anchor resort on the basis of reviews but actual experience was very bad.
i have noted some below points- 1. Property seems to be very old and unmanaged. 2.walls are having seepage and rooms and bathroom was stinking. 3. TV, water geyser was not working, even after several follow-ups situation remain same as management is unable to manage 250+ rooms. 4. In our 2 days stay electricity was worst. There were some good points as well- 1. Location is perfect, beach is at 100 meter distance. 2. Food and breakfast is awesome. 3. As there were many foreigners so environment was good.",3,The Byke Old Anchor Beach Resort & Spa
4819,"First look, and the hotel reception is lovely, staff are slightly slow and incompetent upon check in, we checked in and gave us the room key without explaining where our room was situated so had to guess and try to find for ourselves as well as collecting our own luggage.",5,The Byke Old Anchor Beach Resort & Spa
4820,"Hotel is value for money with good location.
Room service is not up to the mark.",4,The Byke Old Anchor Beach Resort & Spa
4821,Old rooms.. Broken things... Very crowded... No fast service.. Ever thing very slow... Billing very slow.. Staff also very slow.. Water also not provided on time.. Hot water problem.. Lot of calcium deposits in the toilet,2,The Byke Old Anchor Beach Resort & Spa
